city,category,name,url,address,website,email,scrapedAt
"New York","Home & Furniture","Bob’s Discount Furniture and Mattress Store","https://www.google.com/maps/place/Bob%E2%80%99s+Discount+Furniture+and+Mattress+Store/data=!4m7!3m6!1s0x89c2f5fcec94093f:0x8d4121018b2fcc8!8m2!3d40.7952416!4d-73.9306489!16s%2Fg%2F1tdq_nbp!19sChIJPwmU7Pz1wokRyPyyGBAS1Ag?authuser=0&hl=en&rclk=1","517 E 117th St, New York, NY 10035, United States","https://www.mybobs.com/store/new-york/manhattan?utm_medium=local&utm_source=maps&utm_campaign=Yext&utm_term=new_york&utm_content=new_york","Not found","2026-08-17T05:00:39.805Z"
"New York","Home & Furniture","FROM THE SOURCE","https://www.google.com/maps/place/FROM+THE+SOURCE/data=!4m7!3m6!1s0x89c259bce8bc48b9:0x831321d416e82179!8m2!3d40.7262434!4d-74.0079957!16s%2Fg%2F11dxqd70rd!19sChIJuUi86LxZwokReSHoFtQhE4M?authuser=0&hl=en&rclk=1","311 Hudson St, New York, NY 10013, United States","http://www.ftsny.com/","sales@ftsny.com","2026-08-17T05:00:44.405Z"
"New York","Home & Furniture","Burrow House","https://www.google.com/maps/place/Burrow+House/data=!4m7!3m6!1s0x89c259ad83858c77:0x6642efcc41f8f486!8m2!3d40.7227557!4d-74.0025888!16s%2Fg%2F11j7w4qh0s!19sChIJd4yFg61ZwokRhvT4QczvQmY?authuser=0&hl=en&rclk=1","47 Wooster St, New York, NY 10013, United States","https://burrow.com/","support@burrow.com","2026-08-17T05:00:51.028Z"
"New York","Home & Furniture","Kathy Kuo Home","https://www.google.com/maps/place/Kathy+Kuo+Home/data=!4m7!3m6!1s0x89c2f6117bc15535:0xb675cdd34ad0bf0b!8m2!3d40.7218538!4d-74.0085772!16s%2Fg%2F11fzjwh33s!19sChIJNVXBexH2wokRC7_QStPNdbY?authuser=0&hl=en&rclk=1","161 Hudson St, New York, NY 10013, United States","https://www.kathykuohome.com/?utm_source=social&utm_medium=gmb&utm_campaign=profile","Not found","2026-08-17T05:00:53.384Z"
"New York","Home & Furniture","Exceptional Furniture Store","https://www.google.com/maps/place/Exceptional+Furniture+Store/data=!4m7!3m6!1s0x89c25ae93606fad1:0x5450235a48597580!8m2!3d40.6631653!4d-73.9989127!16s%2Fg%2F1tjypm_6!19sChIJ0foGNulawokRgHVZSFojUFQ?authuser=0&hl=en&rclk=1","718 3rd Ave 2nd Floor, Brooklyn, NY 11232, United States","https://www.efurnitureny.com/","Not found","2026-08-17T05:00:59.716Z"
"New York","Home & Furniture","Room & Board","https://www.google.com/maps/place/Room+%26+Board/data=!4m7!3m6!1s0x89c259bc115bf543:0xcb6707a3b8a2673a!8m2!3d40.7415182!4d-73.9998828!16s%2Fg%2F11b6ql9_1s!19sChIJQ_VbEbxZwokROmeiuKMHZ8s?authuser=0&hl=en&rclk=1","236 W 18th St, New York, NY 10011, United States","https://www.roomandboard.com/stores/chelsea?Camp=loc_chelsea","Not found","2026-08-17T05:01:03.575Z"
"New York","Home & Furniture","Suite NY","https://www.google.com/maps/place/Suite+NY/data=!4m7!3m6!1s0x89c258faabd34125:0x1c9cbaf84937986f!8m2!3d40.7447235!4d-73.9828774!16s%2Fg%2F1tdy9_0l!19sChIJJUHTq_pYwokRb5g3Sfi6nBw?authuser=0&hl=en&rclk=1","443 Park Ave S 11th floor, New York, NY 10016, United States","http://www.suiteny.com/","showroomsales@suiteny.com, appointments@suiteny.com","2026-08-17T05:01:09.975Z"
"New York","Home & Furniture","RH New York | The Gallery in the Historic Meatpacking District","https://www.google.com/maps/place/RH+New+York+%7C+The+Gallery+in+the+Historic+Meatpacking+District/data=!4m7!3m6!1s0x89c259a3e51bda77:0x6aa39452f0120d52!8m2!3d40.739994!4d-74.0066009!16s%2Fg%2F1tfbtszz!19sChIJd9ob5aNZwokRUg0S8FKUo2o?authuser=0&hl=en&rclk=1","9 9th Ave, New York, NY 10014, United States","https://rh.com/NewYork","Not found","2026-08-17T05:01:16.371Z"
"New York","Home & Furniture","Modern Furniture Online","https://www.google.com/maps/place/Modern+Furniture+Online/data=!4m7!3m6!1s0x89c25e4e7cfcdbcb:0x3bc0b1b6e1627ac2!8m2!3d40.7342482!4d-73.8744278!16s%2Fg%2F1tv251my!19sChIJy9v8fE5ewokRwnpi4baxwDs?authuser=0&hl=en&rclk=1","89-18 Queens Blvd, Elmhurst, NY 11373, United States","http://www.modernfurnitureonline.com/","info@modernfurnitureonline.com, carlos@modernfurnitureonline.com","2026-08-17T05:01:23.106Z"
"New York","Home & Furniture","New York Design Center","https://www.google.com/maps/place/New+York+Design+Center/data=!4m7!3m6!1s0x89c25907c55e77e1:0x7e290805cb28d637!8m2!3d40.7454845!4d-73.9805782!16s%2Fg%2F11b5s2db97!19sChIJ4XdexQdZwokRN9YoywUIKX4?authuser=0&hl=en&rclk=1","200 Lexington Ave, New York, NY 10016, United States","http://www.nydc.com/","Not found","2026-08-17T05:01:27.243Z"
"New York","Home & Furniture","Cairo City Furniture","https://www.google.com/maps/place/Cairo+City+Furniture/data=!4m7!3m6!1s0x89c25fa3f1f37fdb:0xf72aaccb2680daa0!8m2!3d40.7561111!4d-73.8819444!16s%2Fg%2F1xn_p95j!19sChIJ23_z8aNfwokRoNqAJsusKvc?authuser=0&hl=en&rclk=1","85-17 Northern Blvd, Jackson Heights, NY 11372, United States","http://cairocityfurniture.com/","cairocity2003@aol.com","2026-08-17T05:01:31.194Z"
"New York","Home & Furniture","Fritz Hansen New York","https://www.google.com/maps/place/Fritz+Hansen+New+York/data=!4m7!3m6!1s0x89c2598ba66dd20b:0x9d39583029d3585d!8m2!3d40.746638!4d-73.9839838!16s%2Fg%2F1tgwt58d!19sChIJC9JtpotZwokRXVjTKTBYOZ0?authuser=0&hl=en&rclk=1","152 Madison Ave, New York, NY 10016, United States","http://www.fritzhansen.com/","info@fritzhansen.com, webshop@fritzhansen.com, 00info@fritzhansen.comwebshop","2026-08-17T05:01:35.404Z"
